time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-13 00:00:00+00:00,5,4,38,18
2023-02-14 00:00:00+00:00,4,2,84,18
2023-02-15 00:00:00+00:00,2,2,27,14
2023-02-16 00:00:00+00:00,5,5,22,14
2023-02-17 00:00:00+00:00,4,1,13,11
2023-02-18 00:00:00+00:00,9,2,15,6
2023-02-19 00:00:00+00:00,3,3,9,7
2023-02-20 00:00:00+00:00,5,3,10,10
2023-02-21 00:00:00+00:00,4,2,17,12
2023-02-22 00:00:00+00:00,7,4,19,13
2023-02-23 00:00:00+00:00,7,5,38,16
2023-02-24 00:00:00+00:00,5,4,72,14
2023-02-25 00:00:00+00:00,1,1,1,1
2023-02-26 00:00:00+00:00,4,3,16,10
