time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-18 00:00:00+00:00,9,2,15,6
2023-02-19 00:00:00+00:00,3,3,9,7
2023-02-20 00:00:00+00:00,5,3,10,10
2023-02-21 00:00:00+00:00,4,2,17,12
2023-02-22 00:00:00+00:00,7,4,19,13
2023-02-23 00:00:00+00:00,7,5,38,16
2023-02-24 00:00:00+00:00,5,4,72,14
2023-02-25 00:00:00+00:00,1,1,1,1
2023-02-26 00:00:00+00:00,5,4,34,13
2023-02-27 00:00:00+00:00,5,4,32,22
2023-02-28 00:00:00+00:00,2,2,30,16
2023-03-01 00:00:00+00:00,5,4,43,18
2023-03-02 00:00:00+00:00,6,4,33,11
2023-03-03 00:00:00+00:00,11,7,75,18
