time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-26 00:00:00+00:00,5.0,4.0,34,13
2023-02-27 00:00:00+00:00,5.0,4.0,32,22
2023-02-28 00:00:00+00:00,2.0,2.0,30,16
2023-03-01 00:00:00+00:00,5.0,4.0,43,18
2023-03-02 00:00:00+00:00,6.0,4.0,33,11
2023-03-03 00:00:00+00:00,11.0,7.0,78,20
2023-03-04 00:00:00+00:00,2.0,2.0,12,11
2023-03-05 00:00:00+00:00,2.0,2.0,17,9
2023-03-06 00:00:00+00:00,1.0,1.0,13,8
2023-03-07 00:00:00+00:00,7.0,5.0,9,9
2023-03-08 00:00:00+00:00,2.0,1.0,17,14
2023-03-09 00:00:00+00:00,6.0,4.0,24,15
2023-03-10 00:00:00+00:00,,,18,10
2023-03-11 00:00:00+00:00,1.0,1.0,16,10
