time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-24 00:00:00+00:00,5,4,72,14
2023-02-25 00:00:00+00:00,1,1,1,1
2023-02-26 00:00:00+00:00,5,4,34,13
2023-02-27 00:00:00+00:00,5,4,32,22
2023-02-28 00:00:00+00:00,2,2,30,16
2023-03-01 00:00:00+00:00,5,4,43,18
2023-03-02 00:00:00+00:00,6,4,33,11
2023-03-03 00:00:00+00:00,11,7,78,20
2023-03-04 00:00:00+00:00,2,2,12,11
2023-03-05 00:00:00+00:00,2,2,17,9
2023-03-06 00:00:00+00:00,1,1,13,8
2023-03-07 00:00:00+00:00,7,5,9,9
2023-03-08 00:00:00+00:00,2,1,17,14
2023-03-09 00:00:00+00:00,6,4,21,13
