time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-03 00:00:00+00:00,1.0,1.0,6,5
2022-05-04 00:00:00+00:00,2.0,1.0,4,4
2022-05-05 00:00:00+00:00,8.0,4.0,17,7
2022-05-06 00:00:00+00:00,,,1,1
2022-05-07 00:00:00+00:00,1.0,1.0,15,6
2022-05-08 00:00:00+00:00,1.0,1.0,4,2
2022-05-10 00:00:00+00:00,,,12,6
2022-05-11 00:00:00+00:00,,,3,3
2022-05-12 00:00:00+00:00,,,1,1
2022-05-13 00:00:00+00:00,1.0,1.0,7,2
2022-05-14 00:00:00+00:00,1.0,1.0,4,4
2022-05-15 00:00:00+00:00,2.0,2.0,17,4
2022-05-16 00:00:00+00:00,,,8,2
