time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-14 00:00:00+00:00,1.0,1.0,4,4
2022-05-15 00:00:00+00:00,2.0,2.0,17,4
2022-05-16 00:00:00+00:00,,,8,2
2022-05-17 00:00:00+00:00,1.0,1.0,33,15
2022-05-18 00:00:00+00:00,,,31,15
2022-05-19 00:00:00+00:00,1.0,1.0,20,11
2022-05-20 00:00:00+00:00,4.0,3.0,44,6
2022-05-21 00:00:00+00:00,3.0,2.0,6,6
2022-05-22 00:00:00+00:00,,,1,1
2022-05-23 00:00:00+00:00,2.0,2.0,1,1
2022-05-24 00:00:00+00:00,,,2,2
2022-05-25 00:00:00+00:00,2.0,1.0,21,9
2022-05-26 00:00:00+00:00,5.0,2.0,14,4
2022-05-27 00:00:00+00:00,2.0,1.0,2,2
