time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-24 00:00:00+00:00,2,2,2,2
2022-11-25 00:00:00+00:00,5,4,8,1
2022-11-26 00:00:00+00:00,3,2,9,3
2022-11-27 00:00:00+00:00,2,2,3,3
2022-11-28 00:00:00+00:00,2,1,8,3
2022-11-29 00:00:00+00:00,4,4,10,2
2022-11-30 00:00:00+00:00,2,2,1,1
2022-12-01 00:00:00+00:00,4,3,2,2
2022-12-02 00:00:00+00:00,6,5,20,8
2022-12-03 00:00:00+00:00,1,1,17,10
2022-12-04 00:00:00+00:00,2,1,29,17
2022-12-05 00:00:00+00:00,9,6,61,15
2022-12-06 00:00:00+00:00,10,5,17,10
2022-12-07 00:00:00+00:00,11,7,53,24
