time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-25 00:00:00+00:00,6.0,4.0,22,12
2023-03-26 00:00:00+00:00,2.0,2.0,35,17
2023-03-27 00:00:00+00:00,1.0,1.0,29,15
2023-03-28 00:00:00+00:00,3.0,3.0,31,16
2023-03-29 00:00:00+00:00,1.0,1.0,75,17
2023-03-30 00:00:00+00:00,6.0,2.0,40,16
2023-03-31 00:00:00+00:00,3.0,2.0,17,10
2023-04-01 00:00:00+00:00,4.0,3.0,14,12
2023-04-02 00:00:00+00:00,7.0,3.0,24,12
2023-04-03 00:00:00+00:00,8.0,5.0,17,12
2023-04-04 00:00:00+00:00,1.0,1.0,21,16
2023-04-05 00:00:00+00:00,,,22,11
2023-04-06 00:00:00+00:00,3.0,3.0,22,10
2023-04-07 00:00:00+00:00,5.0,4.0,19,13
