time_iso8601,stars_cumulative
2021-11-14 00:00:00+00:00,2
2021-11-16 00:00:00+00:00,3
2021-12-02 00:00:00+00:00,4
2021-12-16 00:00:00+00:00,5
2022-01-02 00:00:00+00:00,6
2022-01-15 00:00:00+00:00,7
2022-05-18 00:00:00+00:00,8
2022-09-27 00:00:00+00:00,9
